ORIGIN,DEST,AIRLINE_CODE,DISTANCE,NUM_VUELOS
SEA,SBP,OO,847.0,100
IAD,JST,OO,120.0,100
IAH,CMH,UA,986.0,100
LAS,DSM,G4,1216.0,100
JFK,ONT,B6,2429.0,100
BOS,MKE,OO,860.0,100
LGA,AVL,9E,599.0,100
LGA,DAY,OH,549.0,100
DFW,SRQ,AA,945.0,100
JAX,DEN,WN,1447.0,100
MIA,DFW,NK,1121.0,100
BDL,MCO,F9,1050.0,100
SJC,LIH,WN,2466.0,100
GSP,DTW,9E,508.0,100
DEN,OMA,F9,472.0,100
DCA,CHS,AA,444.0,100
JFK,DFW,9E,1391.0,100
CHS,DEN,WN,1449.0,100
BUR,MDW,WN,1740.0,100
DFW,AEX,OO,285.0,100
EWR,MHT,YX,209.0,100
PHL,CHS,AA,550.0,100
LGA,RSW,B6,1080.0,100
RIC,DEN,OO,1482.0,100
PHL,DFW,NK,1303.0,99
MIA,ATL,NK,594.0,99
IAH,LAX,OO,1379.0,99
DCA,MSN,YX,707.0,99
ISP,FLL,WN,1092.0,99
CVG,AUS,MQ,958.0,99
PHL,MSP,OO,980.0,99
AZA,BIS,G4,1092.0,99
BNA,ORD,YX,409.0,99
SJC,SAN,AS,417.0,99
FNT,ATL,9E,645.0,99
DTW,BDL,9E,549.0,99
SBA,SFO,UA,262.0,99
RDU,SJU,F9,1433.0,99
PHX,MEM,AA,1264.0,99
SMF,EWR,UA,2500.0,99
CLE,RSW,UA,1025.0,99
ACY,PBI,NK,936.0,99
BOI,SAN,WN,749.0,99
STL,MCO,NK,882.0,99
LAX,DEN,AA,862.0,99
MEM,LAS,G4,1416.0,99
DEN,LIT,WN,771.0,99
BWI,DTW,9E,409.0,99
SFO,LGB,B6,354.0,99
BOS,PBI,DL,1197.0,99
ORD,SHD,OO,541.0,99
OGG,LAS,WN,2695.0,99
SAN,PDX,WN,933.0,99
BIS,AZA,G4,1092.0,99
RDU,AUS,WN,1162.0,99
DEN,LBB,WN,456.0,99
BNA,SAV,WN,417.0,99
AUS,FLL,B6,1105.0,99
ORF,JFK,MQ,290.0,99
GEG,SAN,AS,1027.0,99
ORD,SJC,UA,1829.0,99
CHA,DCA,OH,523.0,98
ORD,TYS,EV,475.0,98
DTW,AUS,NK,1149.0,98
ORD,IND,AA,177.0,98
SIT,SEA,AS,861.0,98
BWI,MSY,NK,998.0,98
JAC,SLC,OO,205.0,98
CLE,MIA,AA,1080.0,98
DTW,LSE,OO,416.0,98
ORD,CHO,OO,566.0,98
ORD,JAX,OO,864.0,98
SJC,LIH,AS,2466.0,98
ONT,PDX,AS,838.0,98
PHL,MCI,AA,1038.0,98
IAD,CKB,OO,151.0,98
CLT,ERI,OH,476.0,98
FWA,PGD,G4,986.0,98
HOU,CHS,WN,928.0,98
OGG,SMF,WN,2404.0,98
RSW,PHL,YX,993.0,98
DCA,MSP,OH,931.0,98
DEN,SDF,OO,1024.0,98
SAT,DEN,F9,794.0,98
CLT,MSN,AA,708.0,98
MCO,BDL,F9,1050.0,98
BWI,ABQ,WN,1670.0,98
CVG,IAH,UA,871.0,98
LBB,DEN,WN,456.0,98
SDF,HOU,WN,803.0,98
MCI,MIA,AA,1251.0,98
LAX,OMA,OO,1330.0,98
SBP,SEA,OO,847.0,98
PVD,IAD,YV,371.0,98
PHL,MYR,NK,473.0,98
MSP,MEM,9E,700.0,97
IND,LAX,DL,1814.0,97
JFK,PWM,B6,273.0,97
ORD,FLL,B6,1182.0,97
SMF,SEA,DL,605.0,97
DCA,VPS,OH,789.0,97
IAH,BHM,EV,562.0,97
AUS,IND,WN,919.0,97
BDL,ORD,MQ,783.0,97
LGB,DAL,WN,1232.0,97
SHD,ORD,OO,541.0,97
CID,ATL,9E,694.0,97
DFW,TXK,OO,181.0,97
DEN,DTW,NK,1123.0,97
MSY,EWR,NK,1167.0,97
MYR,PIT,NK,475.0,97
SAV,DAL,WN,914.0,97
ACV,DEN,OO,1026.0,97
FLL,PHX,B6,1972.0,97
ORD,AVP,OO,632.0,97
RSW,DAL,WN,1005.0,97
EWR,CLE,EV,404.0,97
IND,IAD,YV,476.0,97
PDX,SMF,OO,479.0,97
SUX,DEN,OO,466.0,97
ATW,DEN,OO,883.0,97
CVG,SRQ,G4,812.0,97
RNO,JFK,B6,2411.0,97
BOS,BWI,YX,369.0,97
BNA,LAX,NK,1797.0,97
RNO,PDX,OO,444.0,97
PIT,PHL,OH,268.0,97
KOA,PDX,AS,2607.0,97
BOS,CHS,YX,818.0,96
SAT,ORD,YX,1041.0,96
MEM,LAX,DL,1619.0,96
CAK,ATL,9E,528.0,96
FNT,PGD,G4,1111.0,96
SAV,MDW,WN,758.0,96
LAX,TUL,OO,1283.0,96
TOL,CLT,OH,466.0,96
ORD,BOS,MQ,867.0,96
TUS,DEN,UA,639.0,96
IAH,MCO,WN,854.0,96
PSP,SEA,OO,987.0,96
MYR,DFW,MQ,1048.0,96
PSP,SMF,WN,439.0,96
ORD,PVD,YX,849.0,96
BOS,CVG,YX,752.0,96
FSD,LAS,G4,1104.0,96
MCW,ORD,OO,288.7083333333333,96
IND,RSW,NK,945.0,96
PHX,SLC,F9,507.0,96
IND,AUS,WN,919.0,96
MAF,PHX,YV,581.0,96
PHX,ORD,F9,1440.0,96
CHS,JFK,DL,636.0,96
LIH,SAN,AS,2676.0,96
GEG,ATL,DL,1969.0,96
DSM,LAS,G4,1216.0,96
BOS,LAS,NK,2381.0,96
SFO,STS,OO,66.0,96
MCO,IND,F9,829.0,96
LGB,MDW,WN,1741.0,96
RIC,EWR,EV,277.0,96
DCA,ECP,OH,769.0,96
MLU,IAH,EV,262.0,96
FSM,DFW,YV,227.0,96
BNA,PHX,AA,1449.0,96
RST,ORD,OO,268.0,96
PHL,MSP,AA,980.0,96
LAS,BHM,WN,1618.0,96
CLT,BNA,YX,328.0,96
LAX,MCO,B6,2218.0,96
TYS,DFW,OH,771.0,96
OGG,ORD,UA,4184.0,96
LAS,SEA,F9,867.0,96
EWR,MEM,YX,946.0,96
OMA,EWR,YX,1134.0,96
DFW,MSY,NK,447.0,96
ATL,CLT,YX,226.0,96
SRQ,IAD,YV,849.0,96
ONT,HNL,HA,2603.0,96
PDX,ONT,AS,838.0,95
RDM,DEN,UA,898.0,95
CLT,JFK,DL,541.0,95
AUS,DFW,MQ,190.0,95
DSM,DCA,OH,897.0,95
PWM,JFK,B6,273.0,95
OKC,SEA,AS,1519.0,95
PHL,JAX,F9,742.0,95
MHT,EWR,YX,209.0,95
SAT,DEN,OO,794.0,95
PHL,MEM,YX,875.0,95
IND,FLL,G4,1005.0,95
ANC,PHX,AS,2552.0,95
MCI,AUS,MQ,650.0,95
DEN,ALS,OO,179.0,95
STL,LGB,WN,1581.0,95
IAH,ABQ,UA,744.0,95
MEM,PHL,OH,875.0,95
JFK,PDX,B6,2454.0,95
OAK,LAS,G4,407.0,95
CLT,STL,WN,575.0,95
SFO,EWR,B6,2565.0,95
XNA,MSP,9E,596.0,95
SFO,FLL,UA,2584.0,95
PHL,LGA,AA,96.0,95
SAV,LGA,B6,722.0,95
DEN,MSN,F9,826.0,95
DCA,BUF,YX,296.0,95
ATL,MYR,9E,317.0,95
ATL,CID,DL,694.0,95
AVL,PGD,G4,588.0,95
CAE,ATL,YX,192.0,95
BNA,MCO,F9,616.0,95
MSN,DEN,F9,826.0,95
IAH,MIA,NK,964.0,95
SEA,TPA,DL,2520.0,95
STT,IAD,UA,1606.0,95
ATL,SAN,WN,1892.0,94
IAG,PGD,G4,1129.0,94
DTW,IND,OO,231.0,94
LGB,HNL,WN,2569.0,94
SLC,PHX,F9,507.0,94
IAD,IND,YV,476.0,94
TYS,ORD,EV,475.0,94
FLL,RDU,NK,680.0,94
PDX,OAK,OO,543.0,94
PDX,TUS,OO,1119.0,94
ATL,OMA,WN,821.0,94
MEM,DEN,F9,872.0,94
DEN,ATY,OO,519.0,94
PDX,STL,WN,1708.0,94
AVP,ORD,OO,632.0,94
ORF,EWR,EV,284.0,94
BOS,BWI,NK,369.0,94
DCA,EWR,EV,199.0,94
LAS,SDF,WN,1624.0,94
JFK,RDU,MQ,427.0,94
ATL,FNT,9E,645.0,94
DFW,PHL,NK,1303.0,94
SJC,LGB,B6,324.0,94
IAH,MIA,YX,964.0,94
SJC,ORD,UA,1829.0,94
GSO,LGA,OO,461.0,94
SLC,IAH,YV,1195.0,94
MCI,RSW,WN,1155.0,94
BWI,CLT,OH,361.0,94
CLT,TOL,OH,466.0,94
ANC,BRW,AS,725.0,94
SAV,IAD,YV,515.0,94
VPS,ATL,9E,250.0,94
MIA,LGA,NK,1096.0,94
SFB,FNT,G4,988.0,94
BWI,DEN,F9,1491.0,94
ORD,CHS,MQ,760.0,94
ATL,ICT,9E,782.0,94
CVG,SEA,DL,1965.0,94
IAH,ABQ,OO,744.0,94
BUF,DEN,WN,1359.0,94
CHA,DTW,9E,505.0,94
PWM,PHL,AA,364.0,94
PHX,LBB,YV,588.0,94
MIA,EWR,NK,1085.0,94
DEN,CID,F9,692.0,94
CLE,PHX,WN,1737.0,94
SEA,STS,QX,618.0,94
JFK,BNA,MQ,765.0,94
DEN,MSN,OO,826.0,94
EWR,DCA,EV,199.0,94
LAS,CLT,F9,1916.0,94
TPA,CLE,NK,927.0,94
IAH,MCI,OO,643.0,94
GRB,ATL,DL,774.0,93
TYR,DFW,OO,102.0,93
ORD,ATW,OO,160.21505376344086,93
TYS,LGA,YX,647.8602150537635,93
EWR,AUS,NK,1504.0,93
DEN,ORD,NK,888.0,93
DSM,DFW,MQ,624.0,93
ATL,BTV,DL,961.0,93
COS,ORD,UA,911.0,93
GSP,DEN,OO,1278.0,93
RSW,BOS,NK,1249.0,93
BUR,DEN,UA,850.0,93
LGA,CMH,MQ,479.0,93
LGA,MKE,WN,738.0,93
PHL,JAX,AA,742.0,93
SRQ,DCA,YX,851.0,93
CVG,ORD,UA,264.0,93
DFW,MIA,NK,1121.0,93
DTW,BNA,OO,456.0,93
MSP,JFK,B6,1029.0,93
ATL,EYW,9E,646.0,93
LGB,JFK,B6,2465.0,93
PSE,JFK,B6,1617.0,93
CHO,LGA,MQ,305.0,93
DCA,HSV,YX,613.0,92
SRQ,HOU,WN,789.0,92
DTW,MEM,9E,610.0,92
XNA,IAH,YV,438.0,92
DFW,TYR,OO,102.0,92
IAH,PNS,UA,489.0,92
OKC,DCA,YX,1158.0,92
DTW,PHL,9E,453.0,92
JST,IAD,OO,120.0,92
IAH,XNA,YV,438.0,92
AZA,CID,G4,1240.0,92
SJU,RDU,F9,1433.0,92
HVN,PHL,YX,157.0,92
ORD,MCW,OO,288.75,92
PIT,MYR,NK,475.0,92
ATW,ORD,OO,160.2608695652174,92
XNA,IAH,EV,438.0,92
AUS,RDU,WN,1162.0,92
MCO,RSW,WN,133.0,92
BWI,SLC,WN,1865.0,92
GRB,ATL,9E,774.0,92
MSP,PSP,DL,1454.0,92
IAD,EWR,YX,212.0,92
BNA,TPA,MQ,612.0,92
PDX,DEN,AS,991.0,92
HOU,SAV,WN,853.0,92
MEM,MSP,9E,700.0,92
CLT,MSY,YX,651.0,92
HOU,SNA,WN,1357.0,92
AUS,MCI,MQ,650.0,92
BHM,DTW,OO,625.0,92
MSP,STL,9E,448.0,92
GEG,BOI,WN,287.0,92
IAH,MEM,EV,468.0,92
TPA,BNA,MQ,612.0,92
LIH,SJC,AS,2466.0,92
FLL,LAX,AA,2343.0,92
PDX,KOA,AS,2607.0,92
PHL,EYW,AA,1121.0,92
CVG,PHL,9E,507.0,92
JFK,MSP,B6,1029.0,92
RDU,DTW,9E,501.0,91
IAH,SLC,YV,1195.0,91
MIA,PIT,AA,1013.0,91
SEA,SIT,AS,861.0,91
MCO,SYR,F9,1053.0,91
DTW,ERI,OO,164.0,91
ATL,PHF,9E,508.0,91
DAB,CLT,AA,416.0,91
DCA,ATL,AA,547.0,91
GSO,ATL,9E,306.0,91
CMH,IAH,UA,986.0,91
IAH,STL,UA,667.0,91
DEN,FAT,WN,844.0,91
BTV,ORD,OO,763.0,91
FLL,PVD,WN,1188.0,91
FLL,ORH,B6,1211.0,91
TPA,SEA,DL,2520.0,91
OAK,SNA,NK,371.0,91
BOS,RIC,9E,474.0,91
MSY,DCA,OH,969.0,91
DTW,PIT,DL,201.0,91
MCO,BNA,F9,616.0,91
DEN,DFW,OO,641.0,91
TPA,MIA,MQ,204.0,91
SAN,PDX,OO,933.0,91
DEN,CVG,OO,1069.0,91
JFK,LAS,AA,2248.0,91
DTW,PWM,DL,668.0,91
DEN,SMF,F9,909.0,91
PHX,ANC,AS,2552.0,91
IAD,IAH,YV,1190.0,91
HHH,CLT,MQ,207.0,91
SFO,MSP,OO,1589.0,91
SLC,AUS,WN,1086.0,91
DSM,PIE,G4,1126.0,91
ERI,CLT,OH,476.0,91
IAH,VPS,YV,528.0,91
TYS,MIA,MQ,724.0,91
HSV,ORD,OO,510.0,91
VPS,DCA,OH,789.0,91
SAV,HOU,WN,853.0,91
MVY,JFK,B6,173.0,91
BOS,SYR,B6,265.0,90
BTV,ATL,DL,961.0,90
SDF,IAD,YX,451.0,90
KOA,SJC,WN,2384.0,90
DEN,MIA,WN,1709.0,90
LEX,SFB,G4,667.0,90
PHL,MSP,9E,980.0,90
SEA,STL,WN,1709.0,90
SCC,BRW,AS,204.0,90
ORD,RST,OO,268.0,90
JAX,ORD,OO,864.0,90
ORD,PHL,YX,678.0,90
PHX,OGG,WN,2845.0,90
SAN,ELP,WN,636.0,90
IND,TPA,NK,837.0,90
RFD,PGD,G4,1127.0,90
PHL,BNA,OH,675.0,90
DCA,IND,OH,500.0,90
LAS,MKE,F9,1524.0,90
ORD,TPA,WN,1011.3666666666667,90
CLT,BWI,OH,361.0,90
CMI,CLT,MQ,522.0,90
DSM,IAH,OO,802.0,90
MKE,HOU,WN,1004.0,90
MKE,FLL,WN,1243.0,90
PIE,ABE,G4,970.0,90
CHS,ORD,MQ,760.0,90
PIB,MEI,OO,69.0,90
BNA,LAS,F9,1587.0,90
BOS,CLE,9E,563.0,90
BOS,ORD,DL,867.0,90
DFW,GJT,OO,773.0,90
PHL,CVG,9E,507.0,90
BDL,DTW,OO,549.0,90
BNA,BDL,WN,852.0,90
DEN,ATW,OO,883.0,90
LAX,FLL,AA,2343.0,90
LGB,SMF,B6,387.0,90
PSP,IAH,OO,1269.0,90
LGB,SEA,B6,965.0,90
JFK,DFW,B6,1391.0,90
ORD,PWM,YX,900.0,90
IAD,BUF,YV,283.0,90
TXK,DFW,OO,181.0,90
ANC,DFW,AA,3043.0,90
ABQ,IAH,UA,744.0,90
IAH,ELP,EV,667.0,90
IAD,BNA,YX,542.0,90
TPA,PIT,NK,873.0,90
ATL,EWN,9E,433.0,90
STL,EWR,YX,872.0,90
TPA,ORD,WN,1011.4777777777778,90
HNL,MSP,DL,3972.0,90
SRQ,CVG,G4,812.0,90
ATL,LIT,9E,453.0,90
STL,AUS,MQ,721.0,90
ABQ,IAH,OO,744.0,90
EWR,BGR,YX,393.0,90
ECP,IAH,EV,572.0,89
STL,SJC,WN,1715.0,89
LGA,EYW,YX,1207.0,89
STL,SEA,WN,1709.0,89
PDX,SAN,WN,933.0,89
CLE,FLL,B6,1062.0,89
RSW,MCO,WN,133.0,89
ALB,CLT,YX,646.0,89
SAN,FLL,B6,2269.0,89
MSY,BWI,NK,998.0,89
MSY,DFW,NK,447.0,89
MSY,DCA,AA,969.0,89
RIC,MSP,OO,970.0,89
TPA,ALB,WN,1130.0,89
RIC,LGA,OO,292.0,89
BHM,ATL,9E,134.0,89
OME,OTZ,AS,183.0,89
HSV,DCA,YX,613.0,89
SFO,ONT,UA,363.0,89
DFW,SDF,MQ,733.0,89
TPA,BOS,NK,1185.0,89
PHX,LAS,NK,255.0,89
DEN,DIK,OO,488.0,89
CHS,PHL,AA,550.0,89
SLC,ASE,OO,292.0,89
CMH,IAH,YX,986.0,89
FWA,PIE,G4,912.0,89
PHL,RSW,YX,993.0,89
IAD,SYR,YV,296.0,89
PHL,STT,AA,1605.0,89
LAS,GRR,G4,1642.0,89
IND,PHL,OH,588.0,89
AGS,DCA,OH,468.0,89
ATL,BOI,DL,1838.0,89
LGB,SFO,B6,354.0,89
LGB,OGG,HA,2498.0,89
SGF,PIE,G4,895.0,89
SGF,ATL,DL,563.0,89
STL,IAH,UA,667.0,89
CGI,PAH,OO,45.0,89
PHL,CLE,YX,363.0,89
FLL,AUS,B6,1105.0,89
MDW,SAV,WN,758.0,89
MHT,PHL,OH,289.0,88
EWR,STL,EV,872.0,88
DFW,AUS,MQ,190.0,88
HNL,PHX,WN,2917.0,88
DTW,CHA,9E,505.0,88
SDF,DFW,MQ,733.0,88
DTW,DEN,F9,1123.0,88
OAK,LAS,F9,407.0,88
LAX,PDX,WN,834.0,88
RDU,PHX,WN,1891.0,88
SJC,ORD,AA,1829.0,88
IND,DCA,OH,500.0,88
DCA,MCI,OH,949.0,88
IAH,HOB,OO,501.0,88
PHX,FLL,B6,1972.0,88
BOS,ROC,B6,343.0,88
MSN,ORD,YX,108.76136363636364,88
DFW,MYR,MQ,1048.0,88
DTW,TVC,DL,207.0,88
CLE,RSW,NK,1025.0,88
ROC,DCA,YX,296.0,88
LBE,FLL,NK,980.0,88
ASE,SLC,OO,292.0,88
EWR,IND,EV,645.0,88
LGA,TYS,YX,647.8863636363636,88
MSP,GTF,OO,887.0,88
FLL,ORD,B6,1182.0,88
FLL,LAX,DL,2343.0,88
LAS,BOS,NK,2381.0,88
ORD,CVG,EV,264.0,88
MSY,IAH,YV,305.0,88
DCA,SRQ,YX,851.0,88
FAT,DEN,WN,844.0,88
MEM,DTW,9E,610.0,88
ORD,PWM,MQ,900.0,87
PHL,MSY,F9,1089.0,87
SEA,CVG,DL,1965.0,87
SAV,ATL,9E,214.0,87
BOS,ACK,B6,91.0,87
GRR,LAS,G4,1642.0,87
PIT,LGA,MQ,335.0,87
EAR,ORD,OO,583.0,87
MCI,PHL,AA,1038.0,87
IAH,XNA,EV,438.0,87
SYR,IAD,YV,296.0,87
MSP,OMA,9E,282.0,87
DFW,GRI,OO,561.0,87
SDF,MCO,NK,719.0,87
SLC,LAS,NK,368.0,87
MEM,TPA,WN,655.0,87
CLT,DAB,AA,416.0,87
BUF,IAD,YV,283.0,87
DFW,BIS,YV,977.0,87
STL,CLT,WN,575.0,87
MSY,CLT,OH,651.0,87
RDU,FLL,NK,680.0,87
SFO,MFR,UA,329.0,87
MEM,IAH,EV,468.0,87
SFB,BGR,G4,1299.0,87
LSE,DTW,OO,416.0,87
MIA,LGA,F9,1096.0,87
SEA,GTF,QX,512.0,87
OGG,PHX,WN,2845.0,87
MSP,CVG,DL,596.0,87
AUS,SLC,WN,1086.0,87
BNA,JFK,MQ,765.0,87
MAF,DFW,AA,309.0,87
SFO,SBA,UA,262.0,87
IND,MCO,F9,829.0,87
DCA,OMA,YX,1012.0,87
LGA,CLE,OO,419.0,87
MKE,LAS,NK,1524.0,87
MIA,LAS,NK,2174.0,87
CLT,MEM,YX,511.0,86
SYR,BOS,B6,265.0,86
IAH,CMH,YX,986.0,86
SMF,DEN,F9,909.0,86
VPS,DAL,WN,630.0,86
PVD,ORD,YX,849.0,86
MSY,LGA,B6,1183.0,86
CVG,DFW,9E,812.0,86
SAN,BOI,WN,749.0,86
DFW,JFK,9E,1391.0,86
HSV,IAH,EV,595.0,86
STL,SLC,WN,1156.0,86
ATL,DCA,AA,547.0,86
LAS,FSD,G4,1104.0,86
PBI,BOS,DL,1197.0,86
IAH,HSV,EV,595.0,86
SRQ,LGA,DL,1047.0,86
HNL,ONT,HA,2603.0,86
CLT,ALB,YX,646.0,86
CMH,SFO,UA,2120.0,86
SEA,OAK,OO,672.0,86
AUS,ABQ,MQ,619.0,86
SEA,SBA,AS,908.0,86
SYR,PHL,OH,228.0,86
ORF,MCO,F9,655.0,86
PHX,FLL,WN,1972.0,86
DFW,MOB,OO,539.0,86
LGB,OGG,WN,2498.0,86
OAK,PHX,AA,646.0,86
JFK,SJC,B6,2569.0,86
LGA,CAE,9E,617.0,86
DTW,MLI,OO,373.0,86
DFW,MDT,AA,1231.0,86
OKC,LGA,YX,1341.0,86
ORD,MIA,NK,1197.0,86
MIA,DTW,NK,1145.0,86
FLL,MKE,WN,1243.0,86
MCO,LGA,AA,950.0,86
MSP,MLI,9E,274.0,86
MIA,MCI,AA,1251.0,86
AZA,IDA,G4,704.0,86
LAX,FLL,DL,2343.0,86
IAD,CHS,YX,441.0,86
DCA,MSY,AA,969.0,86
PHX,ORD,NK,1440.0,86
DFW,AVL,YV,848.0,85
MDW,TUL,WN,583.0,85
IND,FLL,NK,1005.0,85
MKE,DEN,F9,896.0,85
DEN,SUX,OO,466.0,85
JAX,STL,WN,753.0,85
SUN,LAX,OO,696.0,85
LGA,SRQ,DL,1047.0,85
FLL,IND,G4,1005.0,85
JFK,CHS,DL,636.0,85
ONT,SEA,DL,956.0,85
IDA,PHX,OO,695.0,85
MDW,ATL,YX,591.0,85
DIK,DEN,OO,488.0,85
JAX,FLL,WN,319.0,85
PIE,HTS,G4,721.0,85
ATL,GRB,DL,774.0,85
BZN,EWR,UA,1882.0,85
ORD,FOD,OO,325.0,85
MEM,CLT,YX,511.0,85
SBA,DEN,WN,916.0,85
DAL,MSP,WN,853.0,85
SFO,SAT,OO,1482.0,85
EWR,LAS,B6,2227.0,85
IAD,PWM,YX,493.0,85
FLL,CLE,B6,1062.0,85
ORF,MIA,AA,802.0,85
VPS,IAH,YV,528.0,85
PAH,CGI,OO,45.0,85
ATL,CHO,DL,457.0,85
MEM,PHL,YX,875.0,85
OKC,PHX,YV,833.0,85
ORD,DEN,NK,888.0,85
SEA,LGB,B6,965.0,85
CLT,CVG,9E,335.0,85
MCO,PVD,F9,1072.0,85
SYR,PIE,G4,1111.0,85
MSP,LAX,NK,1535.0,85
SJU,MIA,F9,1045.0,85
SFB,PBG,G4,1175.0,85
TUL,LAX,OO,1283.0,85
BOS,PHL,9E,280.0,85
AUS,SAN,OO,1164.0,85
TUS,PDX,OO,1119.0,85
FLL,SAN,B6,2269.0,85
SLC,JAC,OO,205.0,85
STL,PDX,WN,1708.0,84
PBI,ACY,NK,936.0,84
IND,ORD,AA,177.0,84
FLL,SFO,UA,2584.0,84
LIT,ATL,9E,453.0,84
BNA,IAD,YX,542.0,84
HTS,PIE,G4,721.0,84
FLL,LBE,NK,980.0,84
MOB,IAH,YV,427.0,84
DEN,FSD,F9,483.0,84
MIA,ORF,YX,802.0,84
IAH,DCA,OO,1208.0,84
MEM,EWR,YX,946.0,84
LAS,OAK,G4,407.0,84
ATL,GSO,9E,306.0,84
ONT,SFO,UA,363.0,84
RSW,IND,NK,945.0,84
DTW,DEN,NK,1123.0,84
MIA,MSP,YX,1501.0,84
ORD,ABE,OO,654.547619047619,84
PHX,MEM,YV,1264.0,84
IAH,ECP,YV,572.0,84
RDU,BWI,9E,255.0,84
MCO,ORF,F9,655.0,84
MCO,STL,NK,882.0,84
PGD,SBN,G4,1049.0,84
MCO,MYR,NK,388.0,84
IDA,AZA,G4,704.0,84
LEX,PGD,G4,781.0,84
DEN,SDF,UA,1024.0,84
MCI,SFO,OO,1499.0,84
LGA,MCO,AA,950.0,84
SDF,MIA,MQ,910.0,84
TUL,DEN,UA,541.0,84
ATL,GSP,YX,153.0,84
BNA,OAK,WN,1959.0,84
ATL,IAD,YX,534.0,84
PHL,GSO,OH,365.0,84
BWI,BOS,YX,369.0,83
CMH,DFW,MQ,926.0,83
ORD,BDL,MQ,783.0,83
DAL,OKC,WN,181.0,83
AZA,RAP,G4,873.0,83
STS,SFO,OO,66.0,83
MCI,DEN,F9,533.0,83
SNA,PDX,QX,859.0,83
ORD,DSM,YX,299.0,83
LGA,MSY,B6,1183.0,83
MSY,DFW,MQ,447.0,83
GJT,DFW,OO,773.0,83
DEN,SBA,WN,916.0,83
SDF,PHX,WN,1506.0,83
BIS,DFW,YV,977.0,83
DTW,MIA,NK,1145.0,83
CLT,XNA,YX,754.0,83
ITH,DTW,9E,353.0,83
DTW,BDL,OO,549.0,83
ORD,JAX,AA,864.0,83
RSW,MCI,WN,1155.0,83
PHL,PNS,OH,935.0,83
CHS,DEN,OO,1449.0,83
OGG,LGB,HA,2498.0,83
DFW,TRI,MQ,868.0,83
HOU,SDF,WN,803.0,83
DCA,IAH,YX,1208.0,83
ATL,BMI,OO,533.0,83
LGA,RIC,OO,292.0,83
SLC,SBA,OO,615.0,83
PSP,SEA,DL,987.0,83
IAD,JFK,YX,228.0,83
CLT,DTW,YX,500.0,83
SLC,SFO,UA,599.0,83
JAC,ATL,DL,1572.0,83
CAK,MCO,NK,861.0,83
EWR,SFO,B6,2565.0,83
MIA,SJU,NK,1045.0,83
BNA,SJC,WN,1947.0,83
BGM,DTW,9E,378.0,83
DTW,MYR,DL,636.0,83
JFK,LGB,B6,2465.0,83
SFO,SUN,OO,587.0,83
PSP,MSP,DL,1454.0,82
BUF,ORD,OO,473.2439024390244,82
MSN,DCA,YX,707.0,82
PHX,ICT,WN,870.0,82
PGD,LCK,G4,890.0,82
SBN,PGD,G4,1049.0,82
SJC,BNA,WN,1947.0,82
IAH,MEM,OO,468.0,82
MSP,BDL,9E,1050.0,82
AUS,EWR,NK,1504.0,82
OAK,SBA,WN,263.0,82
HOB,IAH,OO,501.0,82
LIT,DEN,WN,771.0,82
EWR,BZN,UA,1882.0,82
PHL,IND,AA,588.0,82
GRR,AZA,G4,1561.0,82
BNA,CLT,YX,328.0,82
MIA,BWI,NK,946.0,82
AVL,DFW,YV,848.0,82
DFW,MAF,AA,309.0,82
LAS,EUG,WN,700.0,82
LAS,EWR,B6,2227.0,82
PIT,MSP,DL,726.0,82
MTJ,DFW,YV,722.0,82
FLL,PHX,WN,1972.0,82
GSP,DTW,DL,508.0,82
SAV,IAD,YX,515.0,82
MSP,BIS,DL,386.0,82
LAS,OAK,F9,407.0,82
BUF,FLL,B6,1166.0,82
IAD,SAV,YX,515.0,82
MEM,LAX,G4,1619.0,82
LAS,SLC,NK,368.0,82
MCO,CAK,NK,861.0,82
ICT,LAS,WN,986.0,82
LIH,OAK,WN,2457.0,82
PHL,DSM,YX,972.0,82
ORD,DFW,OO,801.0487804878048,82
CVG,AUS,9E,958.0,82
DTW,BGM,9E,378.0,82
DEN,PDX,AS,991.0,82
DFW,CID,AA,685.0,81
OMA,LGA,9E,1148.0,81
CLT,HHH,MQ,207.0,81
ABE,ATL,OO,692.0,81
STS,SNA,OO,433.0,81
LGA,MIA,F9,1096.0,81
BUF,DTW,OO,241.0,81
SBA,SEA,AS,908.0,81
CLT,DEN,UA,1337.0,81
PDX,LAX,WN,834.0,81
BDL,DEN,WN,1671.0,81
EWR,AVL,G4,583.0,81
BHM,IAH,EV,562.0,81
SBA,SEA,QX,908.0,81
JFK,MVY,B6,173.0,81
SEA,BZN,OO,543.0,81
PIT,DCA,AA,204.0,81
MOB,DFW,OO,539.0,81
LAS,MFR,G4,600.0,81
PHX,CLE,WN,1737.0,81
XNA,LGA,9E,1147.0,81
PIA,AZA,G4,1312.0,81
DTW,GSP,9E,508.0,81
DFW,ORD,YX,801.0370370370371,81
SAT,ORD,OO,1041.0,81
SAV,CVG,G4,515.0,81
BNA,BOS,DL,942.0,81
FLL,BUF,B6,1166.0,81
CVG,BOS,YX,752.0,81
MYR,MCO,NK,388.0,81
LAS,AUS,G4,1090.0,81
PAE,LAS,QX,894.0,81
LAX,IAH,OO,1379.0,81
ACK,LGA,B6,202.0,81
DTW,SBN,9E,157.0,81
ATL,TPA,F9,406.0,81
GRR,DEN,F9,1015.0,81
LAS,RNO,NK,345.0,81
AUS,DTW,NK,1149.0,81
RNO,SEA,OO,564.0,81
